GENART;LDATE;LKZ;DLNR;DLNRBEZ;NARTNR;QTY_POS
914;"2026/2";"Slovenia";101;"FEBI BILSTEIN";"182089";3
914;"2026/2";"Slovenia";101;"FEBI BILSTEIN";"22907";6
914;"2026/2";"Germany";101;"FEBI BILSTEIN";"02384";27
914;"2026/2";"Germany";144;"MEYLE";"1160200036";88
914;"2026/2";"Germany";144;"MEYLE";"2160200041HD";83
914;"2026/2";"Switzerland";35;"LEMFÖRDER";"4435501";1
914;"2026/2";"Switzerland";144;"MEYLE";"1160200004";41
914;"2026/2";"Switzerland";403;"MAXGEAR";"690859";1
914;"2026/2";"SEE";35;"LEMFÖRDER";"3408301";7
914;"2026/2";"SEE";144;"MEYLE";"1160208228HD";37
914;"2026/2";"SEE";144;"MEYLE";"36160200092";24
914;"2026/2";"Germany";403;"MAXGEAR";"690198";2
914;"2026/2";"Germany";403;"MAXGEAR";"690433";28
914;"2026/2";"EEU";35;"LEMFÖRDER";"1014302";6
914;"2026/2";"EEU";35;"LEMFÖRDER";"1137703";9
914;"2026/2";"EEU";35;"LEMFÖRDER";"1150505";3
914;"2026/2";"EEU";35;"LEMFÖRDER";"1329703";2
914;"2026/2";"EEU";35;"LEMFÖRDER";"2551101";43
914;"2026/2";"EEU";35;"LEMFÖRDER";"2600102";5
914;"2026/2";"EEU";35;"LEMFÖRDER";"2946602";7
914;"2026/2";"EEU";35;"LEMFÖRDER";"3069601";3
914;"2026/2";"EEU";35;"LEMFÖRDER";"3340801";4
914;"2026/2";"EEU";35;"LEMFÖRDER";"3340901";4
914;"2026/2";"EEU";35;"LEMFÖRDER";"3384201";4
914;"2026/2";"EEU";35;"LEMFÖRDER";"3460201";5
914;"2026/2";"EEU";35;"LEMFÖRDER";"3466501";2
914;"2026/2";"EEU";35;"LEMFÖRDER";"3528001";25
914;"2026/2";"EEU";35;"LEMFÖRDER";"3528102";31
914;"2026/2";"EEU";35;"LEMFÖRDER";"3542301";10
914;"2026/2";"EEU";35;"LEMFÖRDER";"3574101";9
914;"2026/2";"EEU";35;"LEMFÖRDER";"3574201";9
914;"2026/2";"EEU";35;"LEMFÖRDER";"3709401";12
914;"2026/2";"EEU";35;"LEMFÖRDER";"3907501";3
914;"2026/2";"EEU";35;"LEMFÖRDER";"3937901";102
914;"2026/2";"EEU";35;"LEMFÖRDER";"4233701";2
914;"2026/2";"EEU";35;"LEMFÖRDER";"4295601";4
914;"2026/2";"EEU";35;"LEMFÖRDER";"4457301";9
914;"2026/2";"EEU";101;"FEBI BILSTEIN";"02546";4
914;"2026/2";"EEU";101;"FEBI BILSTEIN";"06250";3
